budget,revenue,runtime,popularity,vote_average,vote_count,movie_age,original_language_encoded,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
30000000,202231360,87,10.0526,7.0,513,2.12,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85000000,319715683,99,10.1515,7.299,10118,5.72,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50000000,69411370,144,9.819,7.27,3767,9.8,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
37000000,270000000,110,10.1113,6.837,9186,12.24,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60000000,137587063,96,10.1241,7.304,5027,18.72,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34000000,52300000,120,9.5879,7.129,4809,5.26,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12000000,41744718,131,9.6129,5.256,772,58.56,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,527068851,87,10.7901,7.017,8307,18.28,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150000000,264770996,114,10.9637,6.225,12292,17.39,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120000000,461983149,117,11.1572,7.013,14643,19.41,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000000,10139416,102,9.9997,7.244,2354,3.13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100000000,230900000,121,10.3738,7.115,7649,20.73,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50000000,294200000,124,11.7858,7.419,2368,2.31,11,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
80000000,363258859,95,10.0066,6.972,9486,26.94,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26000000,160846332,96,10.1484,6.6,4079,22.25,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30000000,191502426,100,10.9909,7.068,4847,33.95,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16000000,31556061,107,10.2585,6.0,4053,16.13,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000000,46393906,102,10.2141,6.687,1636,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9000000,48498408,147,9.9566,7.153,7667,6.34,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
110000000,487287646,120,9.9804,6.686,10839,20.41,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150000000,603900354,89,9.7996,6.519,7181,17.01,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84000000,275650703,87,10.6492,6.091,4614,23.39,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160000000,1266115964,129,10.5938,6.969,15798,8.64,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
23600000,102391540,88,9.3293,7.258,12733,16.09,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150000000,530517320,113,9.9595,6.248,7966,7.24,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
61000000,95700000,124,10.2868,7.123,5191,18.62,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
155000000,372262265,123,10.049,6.8,2680,1.32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180000000,809342332,133,10.2201,7.311,19293,8.96,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90000000,162400000,132,9.3616,6.469,6156,9.14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000000,15100000,115,10.0524,7.2,2985,22.07,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85000000,450717150,116,9.4915,7.451,12103,23.91,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
155000000,440603537,126,8.9925,5.945,8701,10.37,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4000000,36359037,76,10.1413,7.124,5480,70.37,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
150000000,585410052,101,10.2751,7.21,16325,17.89,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
175000000,332207671,93,9.512,6.737,5813,9.97,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3500000,6500000,94,9.83,7.197,3104,23.45,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8200000,286214286,174,10.3547,7.7,3465,60.6,4,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
30000000,91709827,123,9.6137,7.367,5637,10.61,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000000,41422354,92,10.4538,6.673,3124,29.71,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000000,258097122,90,9.9289,6.5,3520,18.24,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000,378000000,78,9.0525,7.277,6474,58.05,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65000000,162100000,159,10.0061,7.482,6608,26.3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3500000,43143046,132,9.5564,8.1,12458,8.27,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
160000000,653428261,137,9.9311,6.898,12985,9.96,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12000000,27909,82,9.4295,6.99,1979,17.9,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18000000,389925971,115,9.8817,7.923,13132,44.39,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,105000000,207,9.8114,8.5,4006,71.52,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,218300000,130,9.8656,6.647,7345,12.87,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
20000000,170800000,113,9.8415,7.3,7713,18.21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,92108518,128,10.2132,7.2,4366,27.27,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
82000000,146745280,107,9.2511,7.347,2629,4.34,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190000000,209200000,130,10.1869,6.286,7177,10.46,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
25000000,354825435,134,15.46,7.751,6728,36.89,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175000000,381509870,94,9.3226,6.234,4817,16.63,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60000000,162100000,118,9.7254,5.992,5110,9.04,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
80000000,586764305,102,9.9011,6.497,10906,14.44,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37000000,173600000,133,9.6524,7.408,7708,9.94,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000,1299545,94,9.1026,5.2,6,0.09,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
185000000,566652812,118,10.0247,6.548,10831,8.66,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130000000,371900000,110,9.7677,5.648,5628,12.61,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
175000000,254997360,95,10.3103,6.274,1676,1.97,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
150000000,245527149,113,10.2155,6.097,7424,13.49,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000000,80460948,110,9.7281,6.2,2452,18.18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9000000,278454358,117,9.4245,7.342,17903,8.79,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
35000000,149500000,110,8.7068,6.651,8177,14.29,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150000000,1453683476,103,10.5891,7.243,10044,5.95,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6600000,14281199,91,9.9321,7.405,2456,3.15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40000000,38087756,95,9.1579,5.942,2346,30.87,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104000000,410902662,141,8.0678,6.954,10792,8.12,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000,589390539,98,10.5975,7.213,14345,28.34,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45000000,112000000,123,10.2476,6.44,1287,31.0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
90000000,142940100,178,10.483,7.352,5533,26.98,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
19000000,91509154,97,9.8435,5.773,2751,16.73,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
225000000,419665568,150,9.4702,6.626,6582,17.47,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5000000,1818417,90,9.8939,7.335,3431,5.32,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4500000,45400000,102,9.2465,6.842,2908,3.15,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
130000000,554987477,90,9.8614,6.581,4318,14.02,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200000000,402064899,156,10.0529,6.796,8800,4.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12000000,181796517,102,9.487,7.051,4525,2.85,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
75000000,196482882,99,9.7043,6.871,7471,21.72,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3000000,57200000,75,10.542,7.189,6084,74.27,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
146000000,67319703,131,9.7322,6.266,3375,3.75,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110000000,574480841,108,9.4516,6.593,10609,18.87,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
125000000,546388108,123,9.5527,6.134,7248,25.45,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145000000,306941670,97,10.1546,7.371,6948,12.95,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
260000000,1662020819,118,10.969,7.1,10519,6.31,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21000000,31635150,110,10.4613,6.731,3784,21.57,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17000000,340955294,91,10.1341,7.4,14830,7.59,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
150000000,665692281,91,9.8233,7.049,7569,14.44,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000,97437106,95,9.37,7.531,2819,11.09,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20000000,115657988,120,10.1385,7.2,2956,1.02,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40000000,120654337,139,10.4411,7.593,5917,18.91,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13000000,329398046,109,9.1801,7.686,15074,14.92,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
53000000,127900000,109,9.5623,7.386,5437,16.05,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
150000000,738599701,138,9.1442,7.066,11499,22.47,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28000000,140767956,132,9.6551,7.802,11732,37.3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75000000,140175006,91,10.4517,6.7,4171,19.35,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30000000,91388487,99,9.2818,6.455,3890,16.44,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40000000,145550471,89,9.3483,7.7,301,0.77,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35000000,194564672,121,10.1722,7.225,7046,10.11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,69623713,107,9.7873,6.449,3199,19.65,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
100000000,1000000,119,9.1148,7.986,13040,5.86,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
90000000,483866772,96,9.4385,6.754,6954,14.59,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217000000,605425157,154,8.1261,6.056,6500,8.38,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60000000,214034224,119,9.7134,7.47,9691,23.39,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42000000,68467960,91,9.4382,6.297,2263,24.02,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
30000000,71038838,95,9.6699,6.6,8223,13.56,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18000000,33129099,97,8.5728,6.468,357,0.74,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
160000000,300257475,132,9.7514,6.383,6306,21.5,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15000000,49259766,131,8.2955,7.258,5879,17.07,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
13200000,100000000,190,10.0652,8.5,4510,30.04,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60000000,107139399,90,9.5722,7.0,2652,13.25,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205000000,365304105,150,10.285,7.176,10538,5.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40000000,146661977,122,9.247,6.597,3707,6.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3300000,30641770,129,9.5656,8.428,7834,23.18,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8716125,2224,108,9.0756,6.526,19,0.08,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2000000,393011,102,9.0772,4.989,89,0.62,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000000,102800000,112,8.7527,7.041,5392,14.95,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
160000000,524978362,123,9.094,6.35,9473,11.47,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
102000000,358372926,145,9.0711,7.351,9208,23.37,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60000000,470759687,100,8.7106,7.421,8167,11.74,4,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
80000000,528600000,97,9.2611,6.9,4590,7.35,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5500000,63539300,156,9.0238,6.243,113,0.3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
25000000,99400000,101,9.33,7.165,3752,13.54,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4000000,43989445,93,8.2955,7.7,4071,48.54,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6900000,4493017,103,9.6757,7.833,4342,36.27,11,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
10000000,22057161,103,8.8389,6.335,1257,1.33,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
60000000,5000,107,10.0165,7.002,2567,1.66,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
297000000,569626289,135,8.9773,6.294,3162,2.46,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
25000000,214891370,103,9.3792,6.832,2756,1.87,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100000000,171700000,143,9.4759,7.551,7996,18.9,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150000000,386839614,127,8.3059,7.427,10177,16.5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35000000,57120318,108,9.3809,6.291,3571,34.95,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45000000,178262620,83,9.3781,5.491,3411,19.56,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000000,337580051,102,10.0738,6.113,6737,11.67,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
274800000,206136825,105,9.7809,5.97,3134,1.99,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85000000,252712101,93,8.6528,7.496,7714,28.39,4,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
30000000,9464198,134,9.7016,7.859,656,3.78,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
110000000,190309707,104,10.0684,7.028,1442,1.49,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35000000,75395048,131,9.4723,7.678,1915,23.78,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
80000000,178800000,118,9.3049,6.478,2980,17.11,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
65000000,84785914,157,9.1394,7.527,11097,18.67,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
14000000,178043761,134,9.6868,7.786,7306,20.03,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
250000000,1236000000,136,8.6642,6.861,10572,8.56,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
200000000,393452111,125,10.723,6.837,6737,3.04,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140000,30922680,83,9.1996,7.282,3599,51.06,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000000,876150,93,9.5763,6.0,27,0.55,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25000000,350993761,131,9.4885,6.971,1738,1.24,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
130000000,448200000,88,9.0956,7.4,7074,26.38,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
113000000,850000000,140,10.1536,7.454,14408,20.47,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3000000,17363261,107,10.2699,7.125,4294,3.23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68000000,698491347,124,9.0378,6.202,9026,15.36,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6800000,6788659,131,9.8005,8.103,3035,15.13,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
190000000,207500287,138,8.8869,5.4,2649,1.09,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
88000000,160542134,107,10.0332,5.632,4907,7.16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50000000,119137784,124,9.4135,6.676,1622,23.49,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
48000000,474171806,127,9.6231,7.847,10665,36.45,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000000,133000000,118,8.3911,7.158,1569,38.94,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170000000,772776600,121,8.9384,7.905,28959,11.26,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16000000,247275374,107,9.1645,6.638,6417,30.88,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000000,125897478,131,9.2745,6.733,4835,3.87,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15000000,113676322,124,10.2914,7.592,2844,2.0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22000000,17287898,121,8.8443,7.876,2682,32.09,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,42238170,99,8.4759,6.8,235,1.09,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000000,743559465,104,8.8152,7.0,11007,12.38,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200000000,379751131,134,9.3768,7.19,10816,4.33,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42000000,122800000,99,9.4374,6.912,6003,6.07,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000000,87400000,77,9.6318,7.196,5578,72.74,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
72000000,213216216,177,9.1368,7.943,10651,30.45,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9500000,107967319,98,9.3634,6.3,2776,22.46,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000000,296640120,107,9.1864,7.495,9387,41.4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69000000,160000000,185,9.4407,7.744,1459,3.61,22,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55000000,381545846,118,8.4787,6.479,7809,8.73,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40000000,204394183,87,9.1243,6.606,2421,6.07,4,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
45000000,376100000,91,8.9258,6.366,6882,13.1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62000000,190400157,121,7.9461,6.777,5684,7.29,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10000000,4588865,95,9.877,6.286,208,0.54,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20000000,102034104,99,9.6957,7.479,2997,21.73,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
50000000,100605135,125,9.3966,6.6,4575,19.54,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
16000000,189086877,107,8.5982,6.544,1858,2.33,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
95000000,209646030,91,9.3526,7.3,940,2.06,4,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3000000,108981275,133,9.6447,8.412,10993,49.96,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135000000,245700000,112,8.4821,6.9,6835,14.67,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
95000000,877244782,88,8.9513,6.4,7883,13.35,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,215862692,128,8.4548,7.445,5479,32.97,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90000000,426505244,124,9.2037,7.13,8522,5.8,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
48000000,249348933,115,10.3258,6.687,6415,23.04,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40000000,224920315,121,9.0691,7.371,12695,15.09,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52000000,52800000,92,9.0172,6.351,2177,15.75,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12000000,631272,86,8.0667,5.979,357,1.1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1400000,171181400,100,9.1038,7.449,2975,50.22,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
200000000,476071180,125,8.1645,6.261,5476,2.72,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50000000,549368315,107,8.144,6.447,12799,13.35,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000000,32721635,113,8.937,6.491,1858,16.64,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
160000000,1152028393,143,9.1312,6.873,14527,6.91,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90000000,188133322,114,8.3416,7.206,7943,11.88,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
130000000,865011746,146,8.7698,7.427,17952,11.97,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20000000,84426031,110,8.0933,7.006,6087,4.57,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000000,37182814,108,8.8515,7.267,1077,1.07,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30000000,174600318,100,8.4438,8.035,15476,11.69,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1200000,2859750,99,8.6841,8.117,14900,33.17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
500000,20200000,95,9.1487,5.963,789,51.36,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30000000,20658572,134,9.3933,6.581,714,0.91,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28000000,504050219,92,8.721,7.655,11652,32.94,4,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
160000000,178143,118,9.2524,6.755,6144,4.0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120000000,167977596,100,7.9687,4.431,6252,10.25,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1000000,73800000,126,9.3647,8.149,312,1.58,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,361366633,92,9.6337,5.827,4626,17.89,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
50000000,139329132,124,8.67,6.461,415,0.72,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30000000,5928351,104,8.8108,6.392,480,1.14,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50000000,226349749,88,8.2561,6.096,6920,12.79,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
30000000,117932401,126,7.7351,7.794,3202,12.29,11,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
37000000,165335153,115,9.3608,7.0,5124,24.25,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
170000000,396600000,127,9.2582,5.987,8050,13.43,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
40000000,46471023,87,8.5881,7.812,5809,16.05,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170000000,299457024,113,9.1079,6.561,6616,9.44,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
125000000,362600000,138,8.8617,5.669,6397,11.66,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
